,imdbID,Title,Released,Awards,Director,Actors,Country,Language,Rated,Runtime,Year,Metascore,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Other wins,Other nominations,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,N/A,Romance,Sci-Fi,Sport,Thriller,War,Western,D_birthplace,D_DOB,D_name,D_credits,D_wins,D_age,A_birthplace,A_DOB,A_name,A_credits,A_wins,A_age,Director Nominated Oscars,Director Won Oscars,Actor Nominated Oscars,Actor Won Oscars,wiki_url_new,imdb_link_new,rt_link_new,budget_USD,box_USD
96,tt1837562,A Royal Night Out,2015-12-04 00:00:00,1 win & 2 nominations.,Julian Jarrold,Bel Powley,UK,English,PG-13,97.0,2015,59.0,6.4,"2,123",,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"Norwich, Norfolk, England, UK",1960-5-15,Julian Jarrold,31.0,"Nominated for
        1
        Primetime Emmy.",55.523613963,"London, England, UK",1992-3-7,Bel Powley,18.0,1 win & 3 nominations.,23.7125256674,0,0,0,0,/wiki/A_Royal_Night_Out,http://www.imdb.com/title/tt1837562/,,,
97,tt1837562,A Royal Night Out,2015-12-04 00:00:00,1 win & 2 nominations.,Julian Jarrold,Emily Watson,UK,English,PG-13,97.0,2015,59.0,6.4,"2,123",,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"Norwich, Norfolk, England, UK",1960-5-15,Julian Jarrold,31.0,"Nominated for
        1
        Primetime Emmy.",55.523613963,"Islington, London, England, UK",1967-1-14,Emily Watson,50.0,"Nominated for
        2
        Oscars.",48.8569472964,0,0,2,0,/wiki/A_Royal_Night_Out,http://www.imdb.com/title/tt1837562/,,,
98,tt1837562,A Royal Night Out,2015-12-04 00:00:00,1 win & 2 nominations.,Julian Jarrold,Sarah Gadon,UK,English,PG-13,97.0,2015,59.0,6.4,"2,123",,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"Norwich, Norfolk, England, UK",1960-5-15,Julian Jarrold,31.0,"Nominated for
        1
        Primetime Emmy.",55.523613963,"Toronto, Ontario, Canada",1987-4-4,Sarah Gadon,60.0,2 wins & 4 nominations.,28.6379192334,0,0,0,0,/wiki/A_Royal_Night_Out,http://www.imdb.com/title/tt1837562/,,,
99,tt1850457,Sisters,2015-12-18 00:00:00,,Jason Moore,John Cena,USA,English,R,118.0,2015,,,,,,,,,,,0.0,63.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Fayetteville, Arkansas, USA",1970-10-22,Jason Moore,9.0,0,45.0869267625,"West Newbury, Massachusetts, USA",1977-4-23,John Cena,51.0,0,38.5845311431,0,0,0,0,/wiki/Sisters_(2015_film),http://www.imdb.com/title/tt1850457/,http://www.rottentomatoes.com/m/sisters_2015/,,
100,tt1850457,Sisters,2015-12-18 00:00:00,,Jason Moore,Amy Poehler,USA,English,R,118.0,2015,,,,,,,,,,,0.0,63.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Fayetteville, Arkansas, USA",1970-10-22,Jason Moore,9.0,0,45.0869267625,"Burlington, Massachusetts, USA",1971-9-16,Amy Poehler,78.0,"Won
        1
        Golden Globe.",44.1861738535,0,0,0,0,/wiki/Sisters_(2015_film),http://www.imdb.com/title/tt1850457/,http://www.rottentomatoes.com/m/sisters_2015/,,
101,tt1850457,Sisters,2015-12-18 00:00:00,,Jason Moore,Tina Fey,USA,English,R,118.0,2015,,,,,,,,,,,0.0,63.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Fayetteville, Arkansas, USA",1970-10-22,Jason Moore,9.0,0,45.0869267625,"Upper Darby, Pennsylvania, USA",1970-5-18,Tina Fey,33.0,"Won
        2
        Golden Globes.",45.5167693361,0,0,0,0,/wiki/Sisters_(2015_film),http://www.imdb.com/title/tt1850457/,http://www.rottentomatoes.com/m/sisters_2015/,,
102,tt1850457,Sisters,2015-12-18 00:00:00,,Jason Moore,Madison Davenport,USA,English,R,118.0,2015,,,,,,,,,,,0.0,63.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Fayetteville, Arkansas, USA",1970-10-22,Jason Moore,9.0,0,45.0869267625,"San Antonio, Texas, USA",1996-11-22,Madison Davenport,37.0,1 win & 1 nomination.,19.0006844627,0,0,0,0,/wiki/Sisters_(2015_film),http://www.imdb.com/title/tt1850457/,http://www.rottentomatoes.com/m/sisters_2015/,,
103,tt1883367,The Human Centipede III (Final Sequence),2015-06-18 00:00:00,,Tom Six,Bree Olson,USA,English,NOT RATED,102.0,2015,5.0,3.0,"5,906","Human Centipede fans may find enough extreme body horror in the third installment to satisfy, but filmgoers of every other persuasion are strongly advised to stay far, far away from Final Sequence.",8.0,19.0,2.2,43.0,35.0,9.0,1.4,2257.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Alkmaar, Noord-Holland, Netherlands",1973-8-29,Tom Six,6.0,2 wins & 1 nomination.,42.2340862423,"Houston, Texas, USA",1986-10-7,Bree Olson,187.0,8 wins & 16 nominations.,29.1279945243,0,0,0,0,/wiki/The_Human_Centipede_3_(Final_Sequence),http://www.imdb.com/title/tt1883367/,http://www.rottentomatoes.com/m/the_human_centipede_iii/,,
104,tt1883367,The Human Centipede III (Final Sequence),2015-06-18 00:00:00,,Tom Six,Eric Roberts,USA,English,NOT RATED,102.0,2015,5.0,3.0,"5,906","Human Centipede fans may find enough extreme body horror in the third installment to satisfy, but filmgoers of every other persuasion are strongly advised to stay far, far away from Final Sequence.",8.0,19.0,2.2,43.0,35.0,9.0,1.4,2257.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Alkmaar, Noord-Holland, Netherlands",1973-8-29,Tom Six,6.0,2 wins & 1 nomination.,42.2340862423,"Biloxi, Mississippi, USA",1956-4-18,Eric Roberts,402.0,"Nominated for
        1
        Oscar.",59.5975359343,0,0,1,0,/wiki/The_Human_Centipede_3_(Final_Sequence),http://www.imdb.com/title/tt1883367/,http://www.rottentomatoes.com/m/the_human_centipede_iii/,,
105,tt1895587,Spotlight,2015-12-31 00:00:00,6 wins & 3 nominations.,Tom McCarthy,Rachel McAdams,USA,English,R,128.0,2015,93.0,8.2,"1,545","Spotlight gracefully handles the lurid details of its fact-based story while resisting the temptation to lionize its heroes, resulting in a drama that honors the audience as well as its real-life subjects.",158.0,98.0,9.0,162.0,4.0,96.0,4.5,20798.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"New Providence, New Jersey, USA",1966-1-30,Tom McCarthy,5.0,"Nominated for
        1
        Oscar.",49.8124572211,"London, Ontario, Canada",1978-11-17,Rachel McAdams,34.0,15 wins & 30 nominations.,37.015742642,1,0,0,0,/wiki/Spotlight_(film),http://www.imdb.com/title/tt1895587/,,,
106,tt1895587,Spotlight,2015-12-31 00:00:00,6 wins & 3 nominations.,Tom McCarthy,Michael Keaton,USA,English,R,128.0,2015,93.0,8.2,"1,545","Spotlight gracefully handles the lurid details of its fact-based story while resisting the temptation to lionize its heroes, resulting in a drama that honors the audience as well as its real-life subjects.",158.0,98.0,9.0,162.0,4.0,96.0,4.5,20798.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"New Providence, New Jersey, USA",1966-1-30,Tom McCarthy,5.0,"Nominated for
        1
        Oscar.",49.8124572211,"Coraopolis, Pennsylvania, USA",1951-9-5,Michael Keaton,72.0,"Nominated for
        1
        Oscar.",64.2162902122,1,0,1,0,/wiki/Spotlight_(film),http://www.imdb.com/title/tt1895587/,,,
107,tt1895587,Spotlight,2015-12-31 00:00:00,6 wins & 3 nominations.,Tom McCarthy,Mark Ruffalo,USA,English,R,128.0,2015,93.0,8.2,"1,545","Spotlight gracefully handles the lurid details of its fact-based story while resisting the temptation to lionize its heroes, resulting in a drama that honors the audience as well as its real-life subjects.",158.0,98.0,9.0,162.0,4.0,96.0,4.5,20798.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"New Providence, New Jersey, USA",1966-1-30,Tom McCarthy,5.0,"Nominated for
        1
        Oscar.",49.8124572211,"Kenosha, Wisconsin, USA",1967-11-22,Mark Ruffalo,62.0,"Nominated for
        2
        Oscars.",48.0027378508,1,0,2,0,/wiki/Spotlight_(film),http://www.imdb.com/title/tt1895587/,,,
108,tt1895587,Spotlight,2015-12-31 00:00:00,6 wins & 3 nominations.,Tom McCarthy,Liev Schreiber,USA,English,R,128.0,2015,93.0,8.2,"1,545","Spotlight gracefully handles the lurid details of its fact-based story while resisting the temptation to lionize its heroes, resulting in a drama that honors the audience as well as its real-life subjects.",158.0,98.0,9.0,162.0,4.0,96.0,4.5,20798.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"New Providence, New Jersey, USA",1966-1-30,Tom McCarthy,5.0,"Nominated for
        1
        Oscar.",49.8124572211,"San Francisco, California, USA",1967-10-4,Liev Schreiber,70.0,"Nominated for
        3
        Golden Globes.",48.1368925394,1,0,0,0,/wiki/Spotlight_(film),http://www.imdb.com/title/tt1895587/,,,
109,tt1951266,The Hunger Games: Mockingjay - Part 2,2015-11-20 00:00:00,,Francis Lawrence,Liam Hemsworth,"USA, Germany",English,PG-13,137.0,2015,65.0,7.1,"57,669",,,,,,,,,,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Vienna, Austria",1971-3-26,Francis Lawrence,18.0,3 wins & 6 nominations.,44.6625598905,"Melbourne, Victoria, Australia",1990-1-13,Liam Hemsworth,21.0,5 wins & 14 nominations.,25.8590006845,0,0,0,0,/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_2,http://www.imdb.com/title/tt1951266/,http://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2//,,167962341.0
110,tt1951266,The Hunger Games: Mockingjay - Part 2,2015-11-20 00:00:00,,Francis Lawrence,Jennifer Lawrence,"USA, Germany",English,PG-13,137.0,2015,65.0,7.1,"57,669",,,,,,,,,,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Vienna, Austria",1971-3-26,Francis Lawrence,18.0,3 wins & 6 nominations.,44.6625598905,"Louisville, Kentucky, USA",1990-8-15,Jennifer Lawrence,28.0,"Won
        1
        Oscar.",25.273100616,0,0,0,1,/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_2,http://www.imdb.com/title/tt1951266/,http://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2//,,167962341.0
111,tt1951266,The Hunger Games: Mockingjay - Part 2,2015-11-20 00:00:00,,Francis Lawrence,Josh Hutcherson,"USA, Germany",English,PG-13,137.0,2015,65.0,7.1,"57,669",,,,,,,,,,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Vienna, Austria",1971-3-26,Francis Lawrence,18.0,3 wins & 6 nominations.,44.6625598905,"Union, Kentucky, USA",1992-10-12,Josh Hutcherson,43.0,15 wins & 20 nominations.,23.112936345,0,0,0,0,/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_2,http://www.imdb.com/title/tt1951266/,http://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2//,,167962341.0
112,tt1964418,Tomorrowland,2015-05-22 00:00:00,3 nominations.,Brad Bird,Hugh Laurie,"USA, Spain","English, French, Japanese",PG,130.0,2015,60.0,6.5,"89,070","Ambitious and visually stunning, Tomorrowland is unfortunately weighted down by uneven storytelling.",118.0,50.0,5.9,235.0,117.0,51.0,3.3,85298.0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Kalispell, Montana, USA",1957-9-24,Brad Bird,11.0,"Won
        2
        Oscars.",58.1629021218,"Oxford, Oxfordshire, England, UK",1959-6-11,Hugh Laurie,98.0,"Won
        2
        Golden Globes.",56.4517453799,0,2,0,0,/wiki/Tomorrowland_(film),http://www.imdb.com/title/tt1964418/,,,93417865.0
113,tt1964418,Tomorrowland,2015-05-22 00:00:00,3 nominations.,Brad Bird,George Clooney,"USA, Spain","English, French, Japanese",PG,130.0,2015,60.0,6.5,"89,070","Ambitious and visually stunning, Tomorrowland is unfortunately weighted down by uneven storytelling.",118.0,50.0,5.9,235.0,117.0,51.0,3.3,85298.0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Kalispell, Montana, USA",1957-9-24,Brad Bird,11.0,"Won
        2
        Oscars.",58.1629021218,"Lexington, Kentucky, USA",1961-5-6,George Clooney,78.0,"Won
        2
        Oscars.",54.5489390828,0,2,0,2,/wiki/Tomorrowland_(film),http://www.imdb.com/title/tt1964418/,,,93417865.0
114,tt1964418,Tomorrowland,2015-05-22 00:00:00,3 nominations.,Brad Bird,Britt Robertson,"USA, Spain","English, French, Japanese",PG,130.0,2015,60.0,6.5,"89,070","Ambitious and visually stunning, Tomorrowland is unfortunately weighted down by uneven storytelling.",118.0,50.0,5.9,235.0,117.0,51.0,3.3,85298.0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Kalispell, Montana, USA",1957-9-24,Brad Bird,11.0,"Won
        2
        Oscars.",58.1629021218,"Charlotte, North Carolina, USA",1990-4-18,Britt Robertson,44.0,3 wins & 3 nominations.,25.5989048597,0,2,0,0,/wiki/Tomorrowland_(film),http://www.imdb.com/title/tt1964418/,,,93417865.0
115,tt1976009,Victor Frankenstein,2015-11-25 00:00:00,1 win.,Paul McGuigan,Jessica Brown Findlay,USA,English,PG-13,109.0,2015,,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,"Bellshill, Scotland, UK",1963-9-19,Paul McGuigan,18.0,"Nominated for
        1
        Primetime Emmy.",52.1779603012,"Cookham, Berkshire, England, UK",1989-9-14,Jessica Brown Findlay,14.0,1 win & 3 nominations.,26.1902806297,0,0,0,0,/wiki/Victor_Frankenstein_(film),http://www.imdb.com/title/tt1976009/,http://www.rottentomatoes.com/m/victor_frankenstein_2015/,,
116,tt1976009,Victor Frankenstein,2015-11-25 00:00:00,1 win.,Paul McGuigan,Daniel Radcliffe,USA,English,PG-13,109.0,2015,,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,"Bellshill, Scotland, UK",1963-9-19,Paul McGuigan,18.0,"Nominated for
        1
        Primetime Emmy.",52.1779603012,"Fulham, London, England, UK",1989-7-23,Daniel Radcliffe,31.0,13 wins & 38 nominations.,26.3353867214,0,0,0,0,/wiki/Victor_Frankenstein_(film),http://www.imdb.com/title/tt1976009/,http://www.rottentomatoes.com/m/victor_frankenstein_2015/,,
117,tt1976009,Victor Frankenstein,2015-11-25 00:00:00,1 win.,Paul McGuigan,James McAvoy,USA,English,PG-13,109.0,2015,,,,,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,"Bellshill, Scotland, UK",1963-9-19,Paul McGuigan,18.0,"Nominated for
        1
        Primetime Emmy.",52.1779603012,"Port Glasgow, Scotland, UK",1979-4-21,James McAvoy,47.0,"Nominated for
        1
        Golden Globe.",36.59137577,0,0,0,0,/wiki/Victor_Frankenstein_(film),http://www.imdb.com/title/tt1976009/,http://www.rottentomatoes.com/m/victor_frankenstein_2015/,,
118,tt2006295,The 33,2015-11-13 00:00:00,1 win.,Patricia Riggen,Juliette Binoche,"USA, Chile","English, Spanish",PG-13,127.0,2015,55.0,7.0,"5,753","The 33 offers an appropriately inspirational account of real-life heroism, but its stirring story and solid performances are undermined by a flawed focus and an overreliance on formula.",44.0,41.0,5.5,107.0,63.0,66.0,3.7,6613.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"Guadalajara, Jalisco, Mexico",1970-6-2,Patricia Riggen,8.0,11 wins & 1 nomination.,45.4757015743,"Paris, France",1964-3-9,Juliette Binoche,61.0,"Won
        1
        Oscar.",51.7070499658,0,0,0,1,/wiki/The_33_(film),http://www.imdb.com/title/tt2006295/,http://www.rottentomatoes.com/m/the_33/,,
119,tt2006295,The 33,2015-11-13 00:00:00,1 win.,Patricia Riggen,Antonio Banderas,"USA, Chile","English, Spanish",PG-13,127.0,2015,55.0,7.0,"5,753","The 33 offers an appropriately inspirational account of real-life heroism, but its stirring story and solid performances are undermined by a flawed focus and an overreliance on formula.",44.0,41.0,5.5,107.0,63.0,66.0,3.7,6613.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"Guadalajara, Jalisco, Mexico",1970-6-2,Patricia Riggen,8.0,11 wins & 1 nomination.,45.4757015743,"Málaga, Málaga, Andalucía, Spain",1960-8-10,Antonio Banderas,94.0,"Nominated for
        3
        Golden Globes.",55.2854209446,0,0,0,0,/wiki/The_33_(film),http://www.imdb.com/title/tt2006295/,http://www.rottentomatoes.com/m/the_33/,,
120,tt2006295,The 33,2015-11-13 00:00:00,1 win.,Patricia Riggen,Rodrigo Santoro,"USA, Chile","English, Spanish",PG-13,127.0,2015,55.0,7.0,"5,753","The 33 offers an appropriately inspirational account of real-life heroism, but its stirring story and solid performances are undermined by a flawed focus and an overreliance on formula.",44.0,41.0,5.5,107.0,63.0,66.0,3.7,6613.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"Guadalajara, Jalisco, Mexico",1970-6-2,Patricia Riggen,8.0,11 wins & 1 nomination.,45.4757015743,"Petrópolis, Rio de Janeiro, Brazil",1975-8-22,Rodrigo Santoro,62.0,17 wins & 11 nominations.,40.2546201232,0,0,0,0,/wiki/The_33_(film),http://www.imdb.com/title/tt2006295/,http://www.rottentomatoes.com/m/the_33/,,
121,tt2080374,Steve Jobs,2015-10-23 00:00:00,,Danny Boyle,Seth Rogen,USA,English,R,122.0,2015,82.0,7.7,"11,386","Like the tech giant co-founded by its subject, Steve Jobs gathers brilliant people to deliver a product whose elegance belies the intricate complexities at its core.",175.0,84.0,7.6,208.0,33.0,77.0,3.8,29325.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Manchester, England, UK",1956-10-20,Danny Boyle,26.0,"Won
        1
        Oscar.",59.0910335387,"Vancouver, British Columbia, Canada",1982-4-15,Seth Rogen,71.0,"Nominated for
        1
        Primetime Emmy.",33.607118412,0,1,0,0,/wiki/Steve_Jobs_(2015_film),http://www.imdb.com/title/tt2080374/,,,521522.0
122,tt2080374,Steve Jobs,2015-10-23 00:00:00,,Danny Boyle,Kate Winslet,USA,English,R,122.0,2015,82.0,7.7,"11,386","Like the tech giant co-founded by its subject, Steve Jobs gathers brilliant people to deliver a product whose elegance belies the intricate complexities at its core.",175.0,84.0,7.6,208.0,33.0,77.0,3.8,29325.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Manchester, England, UK",1956-10-20,Danny Boyle,26.0,"Won
        1
        Oscar.",59.0910335387,"Reading, Berkshire, England, UK",1975-10-5,Kate Winslet,45.0,"Won
        1
        Oscar.",40.1341546886,0,1,0,1,/wiki/Steve_Jobs_(2015_film),http://www.imdb.com/title/tt2080374/,,,521522.0
123,tt2080374,Steve Jobs,2015-10-23 00:00:00,,Danny Boyle,Michael Fassbender,USA,English,R,122.0,2015,82.0,7.7,"11,386","Like the tech giant co-founded by its subject, Steve Jobs gathers brilliant people to deliver a product whose elegance belies the intricate complexities at its core.",175.0,84.0,7.6,208.0,33.0,77.0,3.8,29325.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Manchester, England, UK",1956-10-20,Danny Boyle,26.0,"Won
        1
        Oscar.",59.0910335387,"Heidelberg, Baden-Württemberg, Germany",1977-4-2,Michael Fassbender,49.0,"Nominated for
        1
        Oscar.",38.6420260096,0,1,1,0,/wiki/Steve_Jobs_(2015_film),http://www.imdb.com/title/tt2080374/,,,521522.0
124,tt2096673,Inside Out,2015-06-19 00:00:00,1 win & 4 nominations.,Pete Docter,Bill Hader,USA,English,PG,94.0,2015,94.0,8.4,"180,018","Inventive, gorgeously animated, and powerfully moving, Inside Out is another outstanding addition to the Pixar library of modern animated classics.",272.0,98.0,9.0,277.0,5.0,90.0,4.3,117943.0,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Bloomington, Minnesota, USA",1968-10-9,Pete Docter,8.0,"Won
        1
        Oscar.",47.1211498973,"Tulsa, Oklahoma, USA",1978-6-7,Bill Hader,85.0,"Won
        1
        Primetime Emmy.",37.4620123203,0,1,0,0,/wiki/Inside_Out_(2015_film),http://www.imdb.com/title/tt2096673/,http://www.rottentomatoes.com/m/the_inside_out/,,356285830.0
125,tt2096673,Inside Out,2015-06-19 00:00:00,1 win & 4 nominations.,Pete Docter,Amy Poehler,USA,English,PG,94.0,2015,94.0,8.4,"180,018","Inventive, gorgeously animated, and powerfully moving, Inside Out is another outstanding addition to the Pixar library of modern animated classics.",272.0,98.0,9.0,277.0,5.0,90.0,4.3,117943.0,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Bloomington, Minnesota, USA",1968-10-9,Pete Docter,8.0,"Won
        1
        Oscar.",47.1211498973,"Burlington, Massachusetts, USA",1971-9-16,Amy Poehler,78.0,"Won
        1
        Golden Globe.",44.1861738535,0,1,0,0,/wiki/Inside_Out_(2015_film),http://www.imdb.com/title/tt2096673/,http://www.rottentomatoes.com/m/the_inside_out/,,356285830.0
126,tt2097298,"McFarland, USA",2015-02-20 00:00:00,3 wins & 1 nomination.,Niki Caro,Kevin Costner,USA,"English, Spanish",PG,129.0,2015,60.0,7.5,"17,552","Disney's inspirational sports drama formula might be old hat, but McFarland, USA proves it still works -- especially with a talented director and eminently likable star in the mix.",92.0,79.0,6.7,116.0,24.0,89.0,4.2,25419.0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"Wellington, New Zealand",1967-1-1,Niki Caro,10.0,18 wins & 9 nominations.,48.8925393566,"Lynwood, California, USA",1955-1-18,Kevin Costner,54.0,"Won
        2
        Oscars.",60.8459958932,0,0,0,2,"/wiki/McFarland,_USA",http://www.imdb.com/title/tt2097298/,,,44469602.0
127,tt2118624,The Final Girls,2015-10-09 00:00:00,4 wins & 2 nominations.,Todd Strauss-Schulson,Taissa Farmiga,USA,English,PG-13,88.0,2015,59.0,6.8,"9,335",The Final Girls offers an affectionate nod to slasher tropes while adding a surprising layer of genuine emotion to go with the meta amusement.,39.0,72.0,6.4,54.0,15.0,73.0,3.7,3563.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Forest Hills, New York, USA",1980-6-24,Todd Strauss-Schulson,25.0,1 win & 2 nominations.,35.4140999316,"New Jersey, USA",1994-8-17,Taissa Farmiga,12.0,0,21.2676249144,0,0,0,0,/wiki/The_Final_Girls,http://www.imdb.com/title/tt2118624/,http://www.rottentomatoes.com/m/The_Final_Girls/,,
128,tt2118624,The Final Girls,2015-10-09 00:00:00,4 wins & 2 nominations.,Todd Strauss-Schulson,Malin Akerman,USA,English,PG-13,88.0,2015,59.0,6.8,"9,335",The Final Girls offers an affectionate nod to slasher tropes while adding a surprising layer of genuine emotion to go with the meta amusement.,39.0,72.0,6.4,54.0,15.0,73.0,3.7,3563.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Forest Hills, New York, USA",1980-6-24,Todd Strauss-Schulson,25.0,1 win & 2 nominations.,35.4140999316,"Stockholm, Stockholms län, Sweden",1978-5-12,Malin Akerman,54.0,1 win & 2 nominations.,37.5331964408,0,0,0,0,/wiki/The_Final_Girls,http://www.imdb.com/title/tt2118624/,http://www.rottentomatoes.com/m/The_Final_Girls/,,
129,tt2120120,Pixels,2015-07-24 00:00:00,1 nomination.,Chris Columbus,Michelle Monaghan,"USA, China, Canada",English,PG-13,106.0,2015,27.0,5.7,"56,085","Much like the worst arcade games from the era that inspired it, Pixels has little replay value and is hardly worth a quarter.",27.0,17.0,3.8,160.0,133.0,50.0,3.2,65066.0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Spangler, Pennsylvania, USA",1958-9-10,Chris Columbus,19.0,"Nominated for
        1
        Oscar.",57.2019164956,"Winthrop, Iowa, USA",1976-3-23,Michelle Monaghan,39.0,"Nominated for
        1
        Golden Globe.",39.6687200548,1,0,0,0,/wiki/Pixels_(2015_film),http://www.imdb.com/title/tt2120120/,,,78747585.0
130,tt2120120,Pixels,2015-07-24 00:00:00,1 nomination.,Chris Columbus,Adam Sandler,"USA, China, Canada",English,PG-13,106.0,2015,27.0,5.7,"56,085","Much like the worst arcade games from the era that inspired it, Pixels has little replay value and is hardly worth a quarter.",27.0,17.0,3.8,160.0,133.0,50.0,3.2,65066.0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Spangler, Pennsylvania, USA",1958-9-10,Chris Columbus,19.0,"Nominated for
        1
        Oscar.",57.2019164956,"Brooklyn, New York City, New York, USA",1966-9-9,Adam Sandler,58.0,"Nominated for
        1
        Golden Globe.",49.2046543463,1,0,0,0,/wiki/Pixels_(2015_film),http://www.imdb.com/title/tt2120120/,,,78747585.0
131,tt2120120,Pixels,2015-07-24 00:00:00,1 nomination.,Chris Columbus,Kevin James,"USA, China, Canada",English,PG-13,106.0,2015,27.0,5.7,"56,085","Much like the worst arcade games from the era that inspired it, Pixels has little replay value and is hardly worth a quarter.",27.0,17.0,3.8,160.0,133.0,50.0,3.2,65066.0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Spangler, Pennsylvania, USA",1958-9-10,Chris Columbus,19.0,"Nominated for
        1
        Oscar.",57.2019164956,"Stony Brook, New York, USA",1965-4-26,Kevin James,28.0,"Nominated for
        1
        Primetime Emmy.",50.5763175907,1,0,0,0,/wiki/Pixels_(2015_film),http://www.imdb.com/title/tt2120120/,,,78747585.0
