,imdbID,Title,Released,Awards,Director,Actors,Country,Language,Rated,Runtime,Year,Metascore,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Other wins,Other nominations,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,N/A,Romance,Sci-Fi,Sport,Thriller,War,Western,D_birthplace,D_DOB,D_name,D_credits,D_wins,D_age,A_birthplace,A_DOB,A_name,A_credits,A_wins,A_age,Director Nominated Oscars,Director Won Oscars,Actor Nominated Oscars,Actor Won Oscars,wiki_url_new,imdb_link_new,rt_link_new,budget_USD,box_USD
197,tt2561572,Get Hard,2015-03-27 00:00:00,,Etan Cohen,Alison Brie,USA,English,R,100.0,2015,34.0,6.1,"62,146","A waste of two fine funnymen, Get Hard settles for tired and offensive gags instead of tapping into its premise's boundary-pushing potential.",45.0,29.0,4.3,155.0,110.0,47.0,3.2,51295.0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1974,1974-1-1,Etan Cohen,4.0,2 wins & 1 nomination.,41.8918548939,"Los Angeles County, California, USA",1982-12-29,Alison Brie,50.0,7 wins & 2 nominations.,32.900752909,0,0,0,0,/wiki/Get_Hard,http://www.imdb.com/title/tt2561572/,http://www.rottentomatoes.com/m/get_hard/,,90353764.0
198,tt2561572,Get Hard,2015-03-27 00:00:00,,Etan Cohen,Will Ferrell,USA,English,R,100.0,2015,34.0,6.1,"62,146","A waste of two fine funnymen, Get Hard settles for tired and offensive gags instead of tapping into its premise's boundary-pushing potential.",45.0,29.0,4.3,155.0,110.0,47.0,3.2,51295.0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1974,1974-1-1,Etan Cohen,4.0,2 wins & 1 nomination.,41.8918548939,"Irvine, California, USA",1967-7-16,Will Ferrell,95.0,"Nominated for
        2
        Golden Globes.",48.3559206023,0,0,0,0,/wiki/Get_Hard,http://www.imdb.com/title/tt2561572/,http://www.rottentomatoes.com/m/get_hard/,,90353764.0
199,tt2561572,Get Hard,2015-03-27 00:00:00,,Etan Cohen,Kevin Hart,USA,English,R,100.0,2015,34.0,6.1,"62,146","A waste of two fine funnymen, Get Hard settles for tired and offensive gags instead of tapping into its premise's boundary-pushing potential.",45.0,29.0,4.3,155.0,110.0,47.0,3.2,51295.0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1974,1974-1-1,Etan Cohen,4.0,2 wins & 1 nomination.,41.8918548939,"Philadelphia, Pennsylvania, USA",1979-7-6,Kevin Hart,63.0,8 wins & 13 nominations.,36.3832991102,0,0,0,0,/wiki/Get_Hard,http://www.imdb.com/title/tt2561572/,http://www.rottentomatoes.com/m/get_hard/,,90353764.0
200,tt2637276,Ted 2,2015-06-26 00:00:00,1 nomination.,Seth MacFarlane,Mark Wahlberg,USA,English,R,115.0,2015,48.0,6.5,"73,240","Ted 2 reunites Mark Wahlberg and Seth MacFarlane for another round of sophomoric, scatological humor -- and just as before, your enjoyment will depend on your tolerance for all of the above.",80.0,46.0,5.2,175.0,95.0,57.0,3.4,57133.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Kent, Connecticut, USA",1973-10-26,Seth MacFarlane,10.0,"Nominated for
        1
        Oscar.",42.0752908966,"Dorchester, Boston, Massachusetts, USA",1971-6-5,Mark Wahlberg,45.0,"Nominated for
        2
        Oscars.",44.4681724846,1,0,2,0,/wiki/Ted_2,http://www.imdb.com/title/tt2637276/,http://www.rottentomatoes.com/m/ted_2/,,81257500.0
201,tt2637276,Ted 2,2015-06-26 00:00:00,1 nomination.,Seth MacFarlane,Amanda Seyfried,USA,English,R,115.0,2015,48.0,6.5,"73,240","Ted 2 reunites Mark Wahlberg and Seth MacFarlane for another round of sophomoric, scatological humor -- and just as before, your enjoyment will depend on your tolerance for all of the above.",80.0,46.0,5.2,175.0,95.0,57.0,3.4,57133.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Kent, Connecticut, USA",1973-10-26,Seth MacFarlane,10.0,"Nominated for
        1
        Oscar.",42.0752908966,"Allentown, Pennsylvania, USA",1985-12-3,Amanda Seyfried,45.0,7 wins & 15 nominations.,29.9712525667,1,0,0,0,/wiki/Ted_2,http://www.imdb.com/title/tt2637276/,http://www.rottentomatoes.com/m/ted_2/,,81257500.0
202,tt2637276,Ted 2,2015-06-26 00:00:00,1 nomination.,Seth MacFarlane,Seth MacFarlane,USA,English,R,115.0,2015,48.0,6.5,"73,240","Ted 2 reunites Mark Wahlberg and Seth MacFarlane for another round of sophomoric, scatological humor -- and just as before, your enjoyment will depend on your tolerance for all of the above.",80.0,46.0,5.2,175.0,95.0,57.0,3.4,57133.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Kent, Connecticut, USA",1973-10-26,Seth MacFarlane,10.0,"Nominated for
        1
        Oscar.",42.0752908966,"Kent, Connecticut, USA",1973-10-26,Seth MacFarlane,51.0,"Nominated for
        1
        Oscar.",42.0752908966,1,0,1,0,/wiki/Ted_2,http://www.imdb.com/title/tt2637276/,http://www.rottentomatoes.com/m/ted_2/,,81257500.0
203,tt2637294,Hot Tub Time Machine 2,2015-02-20 00:00:00,,Steve Pink,Clark Duke,USA,English,R,93.0,2015,29.0,5.1,"22,168","A shallow dip overflowing with juvenile humor, Hot Tub Time Machine 2 is a lukewarm sequel that's healthiest to avoid.",13.0,14.0,3.3,94.0,81.0,28.0,2.6,34553.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,USA,2015-11-23,Steve Pink,12.0,"Nominated for
        1
        BAFTA Film Award.",0.0,"Glenwood, Arkansas, USA",1985-5-5,Clark Duke,31.0,3 nominations.,30.5516769336,0,0,0,0,/wiki/Hot_Tub_Time_Machine_2,http://www.imdb.com/title/tt2637294/,http://www.rottentomatoes.com/m/hot_tub_time_machine_2/,,12282677.0
204,tt2637294,Hot Tub Time Machine 2,2015-02-20 00:00:00,,Steve Pink,Rob Corddry,USA,English,R,93.0,2015,29.0,5.1,"22,168","A shallow dip overflowing with juvenile humor, Hot Tub Time Machine 2 is a lukewarm sequel that's healthiest to avoid.",13.0,14.0,3.3,94.0,81.0,28.0,2.6,34553.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,USA,2015-11-23,Steve Pink,12.0,"Nominated for
        1
        BAFTA Film Award.",0.0,"Weymouth, Massachusetts, USA",1971-2-4,Rob Corddry,76.0,"Won
        2
        Primetime Emmys.",44.7994524298,0,0,0,0,/wiki/Hot_Tub_Time_Machine_2,http://www.imdb.com/title/tt2637294/,http://www.rottentomatoes.com/m/hot_tub_time_machine_2/,,12282677.0
205,tt2637294,Hot Tub Time Machine 2,2015-02-20 00:00:00,,Steve Pink,Craig Robinson,USA,English,R,93.0,2015,29.0,5.1,"22,168","A shallow dip overflowing with juvenile humor, Hot Tub Time Machine 2 is a lukewarm sequel that's healthiest to avoid.",13.0,14.0,3.3,94.0,81.0,28.0,2.6,34553.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,USA,2015-11-23,Steve Pink,12.0,"Nominated for
        1
        BAFTA Film Award.",0.0,"Chicago, Illinois, USA",1971-10-25,Craig Robinson,54.0,1 win & 10 nominations.,44.0793976728,0,0,0,0,/wiki/Hot_Tub_Time_Machine_2,http://www.imdb.com/title/tt2637294/,http://www.rottentomatoes.com/m/hot_tub_time_machine_2/,,12282677.0
206,tt2637294,Hot Tub Time Machine 2,2015-02-20 00:00:00,,Steve Pink,Adam Scott,USA,English,R,93.0,2015,29.0,5.1,"22,168","A shallow dip overflowing with juvenile humor, Hot Tub Time Machine 2 is a lukewarm sequel that's healthiest to avoid.",13.0,14.0,3.3,94.0,81.0,28.0,2.6,34553.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,USA,2015-11-23,Steve Pink,12.0,"Nominated for
        1
        BAFTA Film Award.",0.0,"Santa Cruz, California, USA",1973-4-3,Adam Scott,96.0,2 wins & 5 nominations.,42.6392881588,0,0,0,0,/wiki/Hot_Tub_Time_Machine_2,http://www.imdb.com/title/tt2637294/,http://www.rottentomatoes.com/m/hot_tub_time_machine_2/,,12282677.0
207,tt2717822,Blackhat,2015-01-16 00:00:00,1 nomination.,Michael Mann,Viola Davis,USA,"English, Mandarin, Spanish",R,133.0,2015,51.0,5.4,"32,017","Thematically timely but dramatically inert, Blackhat strands Chris Hemsworth in a muddled misfire from director Michael Mann.",53.0,34.0,4.9,157.0,104.0,24.0,2.5,19310.0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Chicago, Illinois, USA",1943-2-5,Michael Mann,20.0,"Nominated for
        4
        Oscars.",72.7967145791,"Saint Matthews, South Carolina, USA",1965-8-11,Viola Davis,73.0,"Nominated for
        2
        Oscars.",50.2833675565,4,0,2,0,/wiki/Blackhat_(film),http://www.imdb.com/title/tt2717822/,http://www.rottentomatoes.com/m/blackhat/,,7097125.0
208,tt2717822,Blackhat,2015-01-16 00:00:00,1 nomination.,Michael Mann,Chris Hemsworth,USA,"English, Mandarin, Spanish",R,133.0,2015,51.0,5.4,"32,017","Thematically timely but dramatically inert, Blackhat strands Chris Hemsworth in a muddled misfire from director Michael Mann.",53.0,34.0,4.9,157.0,104.0,24.0,2.5,19310.0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Chicago, Illinois, USA",1943-2-5,Michael Mann,20.0,"Nominated for
        4
        Oscars.",72.7967145791,"Melbourne, Victoria, Australia",1983-8-11,Chris Hemsworth,28.0,8 wins & 18 nominations.,32.2847364819,4,0,0,0,/wiki/Blackhat_(film),http://www.imdb.com/title/tt2717822/,http://www.rottentomatoes.com/m/blackhat/,,7097125.0
209,tt2717822,Blackhat,2015-01-16 00:00:00,1 nomination.,Michael Mann,Wei Tang,USA,"English, Mandarin, Spanish",R,133.0,2015,51.0,5.4,"32,017","Thematically timely but dramatically inert, Blackhat strands Chris Hemsworth in a muddled misfire from director Michael Mann.",53.0,34.0,4.9,157.0,104.0,24.0,2.5,19310.0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Chicago, Illinois, USA",1943-2-5,Michael Mann,20.0,"Nominated for
        4
        Oscars.",72.7967145791,"Wenzhou, Zhejiang, China",1979-10-7,Wei Tang,15.0,12 wins & 25 nominations.,36.128678987,4,0,0,0,/wiki/Blackhat_(film),http://www.imdb.com/title/tt2717822/,http://www.rottentomatoes.com/m/blackhat/,,7097125.0
210,tt2719848,Everest,2015-09-25 00:00:00,,Baltasar Kormákur,Jason Clarke,"UK, USA, Iceland",English,PG-13,121.0,2015,64.0,7.2,"56,973",,,,,,,,,,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Reykjavik, Iceland",1966-2-27,Baltasar Kormákur,13.0,31 wins & 22 nominations.,49.735797399,"Winton, Queensland, Australia",1969-7-17,Jason Clarke,57.0,4 nominations.,46.3518138261,0,0,0,0,/wiki/Everest_(2015_film),http://www.imdb.com/title/tt2719848/,http://www.rottentomatoes.com/m/everest_2015/,,38253250.0
211,tt2719848,Everest,2015-09-25 00:00:00,,Baltasar Kormákur,Thomas M. Wright,"UK, USA, Iceland",English,PG-13,121.0,2015,64.0,7.2,"56,973",,,,,,,,,,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Reykjavik, Iceland",1966-2-27,Baltasar Kormákur,13.0,31 wins & 22 nominations.,49.735797399,"Melbourne, Victoria, Australia",1983-6-22,Thomas M. Wright,22.0,1 nomination.,32.4216290212,0,0,0,0,/wiki/Everest_(2015_film),http://www.imdb.com/title/tt2719848/,http://www.rottentomatoes.com/m/everest_2015/,,38253250.0
212,tt2726560,The Longest Ride,2015-04-10 00:00:00,1 win & 3 nominations.,George Tillman Jr.,Scott Eastwood,USA,English,PG-13,128.0,2015,33.0,7.1,"35,042","The Longest Ride is less manipulative than the average Nicholas Sparks film, but it's still saccharine and hopelessly contrived -- not that it'll matter to the target audience.",32.0,30.0,4.3,107.0,75.0,73.0,3.9,28975.0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"Milwaukee, Wisconsin, USA",1969-1-26,George Tillman Jr.,10.0,8 nominations.,46.8227241615,"Carmel, California, USA",1986-3-21,Scott Eastwood,30.0,1 win & 1 nomination.,29.6755646817,0,0,0,0,/wiki/The_Longest_Ride_(film),http://www.imdb.com/title/tt2726560/,http://www.rottentomatoes.com/m/the_longest_ride/,,37432299.0
213,tt2726560,The Longest Ride,2015-04-10 00:00:00,1 win & 3 nominations.,George Tillman Jr.,Alan Alda,USA,English,PG-13,128.0,2015,33.0,7.1,"35,042","The Longest Ride is less manipulative than the average Nicholas Sparks film, but it's still saccharine and hopelessly contrived -- not that it'll matter to the target audience.",32.0,30.0,4.3,107.0,75.0,73.0,3.9,28975.0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"Milwaukee, Wisconsin, USA",1969-1-26,George Tillman Jr.,10.0,8 nominations.,46.8227241615,"New York City, New York, USA",1936-1-28,Alan Alda,62.0,"Nominated for
        1
        Oscar.",79.819301848,0,0,1,0,/wiki/The_Longest_Ride_(film),http://www.imdb.com/title/tt2726560/,http://www.rottentomatoes.com/m/the_longest_ride/,,37432299.0
214,tt2726560,The Longest Ride,2015-04-10 00:00:00,1 win & 3 nominations.,George Tillman Jr.,Britt Robertson,USA,English,PG-13,128.0,2015,33.0,7.1,"35,042","The Longest Ride is less manipulative than the average Nicholas Sparks film, but it's still saccharine and hopelessly contrived -- not that it'll matter to the target audience.",32.0,30.0,4.3,107.0,75.0,73.0,3.9,28975.0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"Milwaukee, Wisconsin, USA",1969-1-26,George Tillman Jr.,10.0,8 nominations.,46.8227241615,"Charlotte, North Carolina, USA",1990-4-18,Britt Robertson,44.0,3 wins & 3 nominations.,25.5989048597,0,0,0,0,/wiki/The_Longest_Ride_(film),http://www.imdb.com/title/tt2726560/,http://www.rottentomatoes.com/m/the_longest_ride/,,37432299.0
215,tt2820852,Furious 7,2015-04-03 00:00:00,5 wins & 5 nominations.,James Wan,Jason Statham,"Japan, USA",English,PG-13,137.0,2015,67.0,7.3,"239,272","Serving up a fresh round of over-the-top thrills while adding unexpected dramatic heft, Furious 7 keeps the franchise moving in more ways than one.",174.0,81.0,6.7,216.0,42.0,83.0,4.1,191573.0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"Kuching, Sarawak, Malaysia",1977-2-26,James Wan,12.0,10 wins & 7 nominations.,38.7378507871,"Shirebrook, Derbyshire, England, UK",1967-7-26,Jason Statham,44.0,1 win & 1 nomination.,48.3285420945,0,0,0,0,/wiki/Furious_7,http://www.imdb.com/title/tt2820852/,http://www.rottentomatoes.com/m/furious_7/,,352786830.0
216,tt2820852,Furious 7,2015-04-03 00:00:00,5 wins & 5 nominations.,James Wan,Paul Walker,"Japan, USA",English,PG-13,137.0,2015,67.0,7.3,"239,272","Serving up a fresh round of over-the-top thrills while adding unexpected dramatic heft, Furious 7 keeps the franchise moving in more ways than one.",174.0,81.0,6.7,216.0,42.0,83.0,4.1,191573.0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"Kuching, Sarawak, Malaysia",1977-2-26,James Wan,12.0,10 wins & 7 nominations.,38.7378507871,"Glendale, California, USA",1973-9-12,Paul Walker,41.0,7 wins & 10 nominations.,42.1957563313,0,0,0,0,/wiki/Furious_7,http://www.imdb.com/title/tt2820852/,http://www.rottentomatoes.com/m/furious_7/,,352786830.0
217,tt2820852,Furious 7,2015-04-03 00:00:00,5 wins & 5 nominations.,James Wan,Vin Diesel,"Japan, USA",English,PG-13,137.0,2015,67.0,7.3,"239,272","Serving up a fresh round of over-the-top thrills while adding unexpected dramatic heft, Furious 7 keeps the franchise moving in more ways than one.",174.0,81.0,6.7,216.0,42.0,83.0,4.1,191573.0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"Kuching, Sarawak, Malaysia",1977-2-26,James Wan,12.0,10 wins & 7 nominations.,38.7378507871,"Alameda County, California, USA",1967-7-18,Vin Diesel,36.0,6 wins & 23 nominations.,48.3504449008,0,0,0,0,/wiki/Furious_7,http://www.imdb.com/title/tt2820852/,http://www.rottentomatoes.com/m/furious_7/,,352786830.0
218,tt2848292,Pitch Perfect 2,2015-05-15 00:00:00,5 wins & 4 nominations.,Elizabeth Banks,Hailee Steinfeld,USA,English,PG-13,115.0,2015,63.0,6.6,"73,604","Pitch Perfect 2 sings in sweet comedic harmony, even if it doesn't hit quite as many high notes as its predecessor.",112.0,65.0,6.0,173.0,61.0,66.0,3.7,75912.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Pittsfield, Massachusetts, USA",1974-2-10,Elizabeth Banks,7.0,"Nominated for
        3
        Primetime Emmys.",41.7823408624,"Tarzana, Los Angeles, California, USA",1996-12-11,Hailee Steinfeld,24.0,"Nominated for
        1
        Oscar.",18.9486652977,0,0,1,0,/wiki/Pitch_Perfect_2,http://www.imdb.com/title/tt2848292/,http://www.rottentomatoes.com/m/pitch_perfect_2/,,183436380.0
219,tt2848292,Pitch Perfect 2,2015-05-15 00:00:00,5 wins & 4 nominations.,Elizabeth Banks,Rebel Wilson,USA,English,PG-13,115.0,2015,63.0,6.6,"73,604","Pitch Perfect 2 sings in sweet comedic harmony, even if it doesn't hit quite as many high notes as its predecessor.",112.0,65.0,6.0,173.0,61.0,66.0,3.7,75912.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Pittsfield, Massachusetts, USA",1974-2-10,Elizabeth Banks,7.0,"Nominated for
        3
        Primetime Emmys.",41.7823408624,"Sydney, New South Wales, Australia",1980-3-2,Rebel Wilson,27.0,4 wins & 12 nominations.,35.7262149213,0,0,0,0,/wiki/Pitch_Perfect_2,http://www.imdb.com/title/tt2848292/,http://www.rottentomatoes.com/m/pitch_perfect_2/,,183436380.0
220,tt2848292,Pitch Perfect 2,2015-05-15 00:00:00,5 wins & 4 nominations.,Elizabeth Banks,Anna Kendrick,USA,English,PG-13,115.0,2015,63.0,6.6,"73,604","Pitch Perfect 2 sings in sweet comedic harmony, even if it doesn't hit quite as many high notes as its predecessor.",112.0,65.0,6.0,173.0,61.0,66.0,3.7,75912.0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Pittsfield, Massachusetts, USA",1974-2-10,Elizabeth Banks,7.0,"Nominated for
        3
        Primetime Emmys.",41.7823408624,"Portland, Maine, USA",1985-8-9,Anna Kendrick,40.0,"Nominated for
        1
        Oscar.",30.288843258,0,0,1,0,/wiki/Pitch_Perfect_2,http://www.imdb.com/title/tt2848292/,http://www.rottentomatoes.com/m/pitch_perfect_2/,,183436380.0
221,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Mark Ronson,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"St. John's Wood, London, England, UK",1975-9-4,Mark Ronson,2.0,2 wins & 7 nominations.,40.219028063,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
222,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Mark Ronson,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"St. John's Wood, London, England, UK",1975-9-4,Mark Ronson,2.0,2 wins & 7 nominations.,40.219028063,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
223,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Amy Winehouse,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"Southgate, London, England, UK",1983-9-14,Amy Winehouse,1.0,6 wins & 1 nomination.,32.1916495551,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
224,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Amy Winehouse,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"Southgate, London, England, UK",1983-9-14,Amy Winehouse,1.0,6 wins & 1 nomination.,32.1916495551,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
225,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Amy Winehouse,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"Southgate, London, England, UK",1983-9-14,Amy Winehouse,1.0,6 wins & 1 nomination.,32.1916495551,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
226,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Amy Winehouse,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"Southgate, London, England, UK",1983-9-14,Amy Winehouse,1.0,6 wins & 1 nomination.,32.1916495551,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
227,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Mark Ronson,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"St. John's Wood, London, England, UK",1975-9-4,Mark Ronson,2.0,2 wins & 7 nominations.,40.219028063,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
228,tt2870648,Amy,2015-07-03 00:00:00,2 wins & 5 nominations.,Asif Kapadia,Mark Ronson,"UK, USA",English,R,128.0,2015,85.0,8.0,"10,959","As riveting as it is sad, Amy is a powerfully honest look at the twisted relationship between art and celebrity -- and the lethal spiral of addiction.",155.0,96.0,8.5,161.0,6.0,91.0,4.3,16418.0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"Hackney, London, England, UK",1972-1-1,Asif Kapadia,15.0,"Won
        1
        BAFTA Film Award.",43.8932238193,"St. John's Wood, London, England, UK",1975-9-4,Mark Ronson,2.0,2 wins & 7 nominations.,40.219028063,0,0,0,0,/wiki/Amy_(2015_film),http://www.imdb.com/title/tt2870648/,http://www.rottentomatoes.com/m/amy_2015/,,8312696.0
229,tt2884018,Macbeth,2015-12-04 00:00:00,2 nominations.,Justin Kurzel,Michael Fassbender,"UK, France, USA",English,,113.0,2015,85.0,7.5,"7,154",,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"Gawler, South Australia, Australia",1974-8-3,Justin Kurzel,5.0,7 wins & 14 nominations.,41.3059548255,"Heidelberg, Baden-Württemberg, Germany",1977-4-2,Michael Fassbender,49.0,"Nominated for
        1
        Oscar.",38.6420260096,0,0,1,0,/wiki/Macbeth_(2015_film),http://www.imdb.com/title/tt2884018/,http://www.rottentomatoes.com/m/macbeth_2015/,,
230,tt2884018,Macbeth,2015-12-04 00:00:00,2 nominations.,Justin Kurzel,Marion Cotillard,"UK, France, USA",English,,113.0,2015,85.0,7.5,"7,154",,,,,,,,,,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"Gawler, South Australia, Australia",1974-8-3,Justin Kurzel,5.0,7 wins & 14 nominations.,41.3059548255,"Paris, France",1975-9-30,Marion Cotillard,76.0,"Won
        1
        Oscar.",40.1478439425,0,0,0,1,/wiki/Macbeth_(2015_film),http://www.imdb.com/title/tt2884018/,http://www.rottentomatoes.com/m/macbeth_2015/,,
