imdbID,Title,Released,Awards,Director,Actors,Country,Language,Rated,Runtime,Year,Metascore,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Othter wins,Othter nominations,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0019412,Speedy,1928-04-07 00:00:00,N/A,Ted Wilde,Ann Christy,USA,English,NOT RATED,85.0,1928,N/A,7.8,"1,797",N/A,N/A,N/A,N/A,N/A,N/A,91,3.9,654,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0019412,Speedy,1928-04-07 00:00:00,N/A,Ted Wilde,Harold Lloyd,USA,English,NOT RATED,85.0,1928,N/A,7.8,"1,797",N/A,N/A,N/A,N/A,N/A,N/A,91,3.9,654,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
tt0019557,Weary River,1929-02-10 00:00:00,N/A,Frank Lloyd,Richard Barthelmess,USA,English,PASSED,86.0,1929,N/A,6.8,260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019557,Weary River,1929-02-10 00:00:00,N/A,Frank Lloyd,Betty Compson,USA,English,PASSED,86.0,1929,N/A,6.8,260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019557,Weary River,1929-02-10 00:00:00,N/A,Frank Lloyd,William Holden,USA,English,PASSED,86.0,1929,N/A,6.8,260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019557,Weary River,1929-02-10 00:00:00,N/A,Frank Lloyd,Louis Natheaux,USA,English,PASSED,86.0,1929,N/A,6.8,260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tt0019729,The Broadway Melody,1929-06-06 00:00:00,Won 1 Oscar. Another 2 nominations.,Harry Beaumont,Charles King,USA,English,PASSED,100.0,1929,N/A,6.4,"4,247","The Broadway Melody is interesting as an example of an early Hollywood musical, but otherwise, it's essentially bereft of appeal for modern audiences.",8,42,5.4,19,11,22,2.8,1717,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
tt0019729,The Broadway Melody,1929-06-06 00:00:00,Won 1 Oscar. Another 2 nominations.,Harry Beaumont,Bessie Love,USA,English,PASSED,100.0,1929,N/A,6.4,"4,247","The Broadway Melody is interesting as an example of an early Hollywood musical, but otherwise, it's essentially bereft of appeal for modern audiences.",8,42,5.4,19,11,22,2.8,1717,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
tt0019729,The Broadway Melody,1929-06-06 00:00:00,Won 1 Oscar. Another 2 nominations.,Harry Beaumont,Anita Page,USA,English,PASSED,100.0,1929,N/A,6.4,"4,247","The Broadway Melody is interesting as an example of an early Hollywood musical, but otherwise, it's essentially bereft of appeal for modern audiences.",8,42,5.4,19,11,22,2.8,1717,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
tt0019735,Bulldog Drummond,1929-05-02 00:00:00,Nominated for 2 Oscars. Another 1 win.,F. Richard Jones,Lawrence Grant,USA,English,N/A,90.0,1929,N/A,6.8,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
tt0019735,Bulldog Drummond,1929-05-02 00:00:00,Nominated for 2 Oscars. Another 1 win.,F. Richard Jones,Claud Allister,USA,English,N/A,90.0,1929,N/A,6.8,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
