,imdbID,Title,Released,Director,Actors,Country,Language,Rated,Runtime,Year,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Othter wins,Othter nominations,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,bp_n,bp_w,fl_n,fl_w,fs_n,fs_w,ml_n,ml_w,ms_n,ms_w,movie_url,imdb_link,rt_link,budget_USD,box_USD,A_mean_age,A_mean_credit,D_mean_age,D_mean_credit,mean_rate,Anominated,Awon,Dnominated,Dwon
859,tt0040495,Johnny Belinda,1948-09-14 00:00:00,Jean Negulesco,Agnes Moorehead,USA,"English, American Sign Language",UNRATED,102.0,1948,7.8,2933,,7.0,88.0,7.2,8.0,1.0,88.0,3.8,1381.0,0,1,4,13,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,/wiki/Johnny_Belinda_(1948_film),http://www.imdb.com/title/tt0040495/,http://www.rottentomatoes.com/m/1011176-johnny_belinda/,,2695764685.72,43.8730037083,123.25,48.5475701574,87.0,7.7,8,1,1,0
860,tt0040506,Key Largo,1948-07-31 00:00:00,John Huston,Lionel Barrymore,USA,"English, Italian",UNRATED,100.0,1948,7.9,27097,,28.0,97.0,8.1,29.0,1.0,88.0,3.9,11758.0,0,1,0,0,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,/wiki/Key_Largo_(film),http://www.imdb.com/title/tt0040506/,http://www.rottentomatoes.com/m/key_largo/,,79913016.0788,56.1590183885,122.75,41.9876796715,47.0,7.85,1,2,0,2
861,tt0040506,Key Largo,1948-07-31 00:00:00,John Huston,Lauren Bacall,USA,"English, Italian",UNRATED,100.0,1948,7.9,27097,,28.0,97.0,8.1,29.0,1.0,88.0,3.9,11758.0,0,1,0,0,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,/wiki/Key_Largo_(film),http://www.imdb.com/title/tt0040506/,http://www.rottentomatoes.com/m/key_largo/,,79913016.0788,56.1590183885,122.75,41.9876796715,47.0,7.85,1,2,0,2
862,tt0040506,Key Largo,1948-07-31 00:00:00,John Huston,Edward G. Robinson,USA,"English, Italian",UNRATED,100.0,1948,7.9,27097,,28.0,97.0,8.1,29.0,1.0,88.0,3.9,11758.0,0,1,0,0,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,/wiki/Key_Largo_(film),http://www.imdb.com/title/tt0040506/,http://www.rottentomatoes.com/m/key_largo/,,79913016.0788,56.1590183885,122.75,41.9876796715,47.0,7.85,1,2,0,2
863,tt0040506,Key Largo,1948-07-31 00:00:00,John Huston,Humphrey Bogart,USA,"English, Italian",UNRATED,100.0,1948,7.9,27097,,28.0,97.0,8.1,29.0,1.0,88.0,3.9,11758.0,0,1,0,0,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,/wiki/Key_Largo_(film),http://www.imdb.com/title/tt0040506/,http://www.rottentomatoes.com/m/key_largo/,,79913016.0788,56.1590183885,122.75,41.9876796715,47.0,7.85,1,2,0,2
864,tt0040765,The Search,1948-03-26 00:00:00,Fred Zinnemann,Wendell Corey,"Switzerland, USA","English, German, French, Polish, Hungarian, Czech",PASSED,104.0,1948,7.9,2650,,8.0,100.0,8.2,8.0,0.0,90.0,3.9,726.0,0,1,6,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,/wiki/The_Search,http://www.imdb.com/title/tt0040765/,,,36320696.9409,32.7842231348,48.0,40.9089664613,47.0,7.85,4,0,0,4
865,tt0040765,The Search,1948-03-26 00:00:00,Fred Zinnemann,Montgomery Clift,"Switzerland, USA","English, German, French, Polish, Hungarian, Czech",PASSED,104.0,1948,7.9,2650,,8.0,100.0,8.2,8.0,0.0,90.0,3.9,726.0,0,1,6,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,/wiki/The_Search,http://www.imdb.com/title/tt0040765/,,,36320696.9409,32.7842231348,48.0,40.9089664613,47.0,7.85,4,0,0,4
866,tt0040795,Sitting Pretty,1948-04-01 00:00:00,Walter Lang,Clifton Webb,USA,English,,83.0,1948,7.6,1410,,,,,,,79.0,3.9,392.0,1,0,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,/wiki/Sitting_Pretty_(1948_film),http://www.imdb.com/title/tt0040795/,,,6463541.77852,39.0327366754,66.0,51.6386036961,66.0,7.7,3,0,1,0
867,tt0040795,Sitting Pretty,1948-04-01 00:00:00,Walter Lang,Maureen O'Hara,USA,English,,83.0,1948,7.6,1410,,,,,,,79.0,3.9,392.0,1,0,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,/wiki/Sitting_Pretty_(1948_film),http://www.imdb.com/title/tt0040795/,,,6463541.77852,39.0327366754,66.0,51.6386036961,66.0,7.7,3,0,1,0
868,tt0040795,Sitting Pretty,1948-04-01 00:00:00,Walter Lang,Robert Young,USA,English,,83.0,1948,7.6,1410,,,,,,,79.0,3.9,392.0,1,0,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,/wiki/Sitting_Pretty_(1948_film),http://www.imdb.com/title/tt0040795/,,,6463541.77852,39.0327366754,66.0,51.6386036961,66.0,7.7,3,0,1,0
869,tt0040806,The Snake Pit,1948-11-13 00:00:00,Anatole Litvak,Mark Stevens,USA,"English, German",APPROVED,108.0,1948,7.7,4620,,5.0,100.0,8.6,5.0,0.0,82.0,3.8,2582.0,0,1,9,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,/wiki/The_Snake_Pit,http://www.imdb.com/title/tt0040806/,,,98354481.3278,34.7787416417,81.25,46.5133470226,42.0,7.65,1,3,2,0
870,tt0040806,The Snake Pit,1948-11-13 00:00:00,Anatole Litvak,Leo Genn,USA,"English, German",APPROVED,108.0,1948,7.7,4620,,5.0,100.0,8.6,5.0,0.0,82.0,3.8,2582.0,0,1,9,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,/wiki/The_Snake_Pit,http://www.imdb.com/title/tt0040806/,,,98354481.3278,34.7787416417,81.25,46.5133470226,42.0,7.65,1,3,2,0
871,tt0040806,The Snake Pit,1948-11-13 00:00:00,Anatole Litvak,Celeste Holm,USA,"English, German",APPROVED,108.0,1948,7.7,4620,,5.0,100.0,8.6,5.0,0.0,82.0,3.8,2582.0,0,1,9,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,/wiki/The_Snake_Pit,http://www.imdb.com/title/tt0040806/,,,98354481.3278,34.7787416417,81.25,46.5133470226,42.0,7.65,1,3,2,0
872,tt0040806,The Snake Pit,1948-11-13 00:00:00,Anatole Litvak,Olivia de Havilland,USA,"English, German",APPROVED,108.0,1948,7.7,4620,,5.0,100.0,8.6,5.0,0.0,82.0,3.8,2582.0,0,1,9,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,/wiki/The_Snake_Pit,http://www.imdb.com/title/tt0040806/,,,98354481.3278,34.7787416417,81.25,46.5133470226,42.0,7.65,1,3,2,0
873,tt0040823,"Sorry, Wrong Number",1948-09-01 00:00:00,Anatole Litvak,Burt Lancaster,USA,English,APPROVED,89.0,1948,7.5,6941,,18.0,86.0,6.8,21.0,3.0,77.0,3.6,4831.0,1,0,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Sorry,_Wrong_Number",http://www.imdb.com/title/tt0040823/,,,296809344.217,37.192138457,91.0,46.3134839151,42.0,7.35,4,1,2,0
874,tt0040823,"Sorry, Wrong Number",1948-09-01 00:00:00,Anatole Litvak,Barbara Stanwyck,USA,English,APPROVED,89.0,1948,7.5,6941,,18.0,86.0,6.8,21.0,3.0,77.0,3.6,4831.0,1,0,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Sorry,_Wrong_Number",http://www.imdb.com/title/tt0040823/,,,296809344.217,37.192138457,91.0,46.3134839151,42.0,7.35,4,1,2,0
875,tt0040823,"Sorry, Wrong Number",1948-09-01 00:00:00,Anatole Litvak,Wendell Corey,USA,English,APPROVED,89.0,1948,7.5,6941,,18.0,86.0,6.8,21.0,3.0,77.0,3.6,4831.0,1,0,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Sorry,_Wrong_Number",http://www.imdb.com/title/tt0040823/,,,296809344.217,37.192138457,91.0,46.3134839151,42.0,7.35,4,1,2,0
876,tt0040897,The Treasure of the Sierra Madre,1948-01-24 00:00:00,John Huston,Tim Holt,USA,"English, Spanish",NOT RATED,126.0,1948,8.3,73355,"Remade but never duplicated, this darkly humorous morality tale represents John Huston at his finest.",44.0,100.0,9.0,44.0,0.0,93.0,4.2,25103.0,0,3,12,5,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,/wiki/The_Treasure_of_the_Sierra_Madre_(film),http://www.imdb.com/title/tt0040897/,http://www.rottentomatoes.com/m/treasure_of_the_sierra_madre/,29506344.3983,42361275.1079,45.6122375563,71.6666666667,41.4702258727,47.0,8.35,0,2,0,2
877,tt0040897,The Treasure of the Sierra Madre,1948-01-24 00:00:00,John Huston,Walter Huston,USA,"English, Spanish",NOT RATED,126.0,1948,8.3,73355,"Remade but never duplicated, this darkly humorous morality tale represents John Huston at his finest.",44.0,100.0,9.0,44.0,0.0,93.0,4.2,25103.0,0,3,12,5,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,/wiki/The_Treasure_of_the_Sierra_Madre_(film),http://www.imdb.com/title/tt0040897/,http://www.rottentomatoes.com/m/treasure_of_the_sierra_madre/,29506344.3983,42361275.1079,45.6122375563,71.6666666667,41.4702258727,47.0,8.35,0,2,0,2
878,tt0040897,The Treasure of the Sierra Madre,1948-01-24 00:00:00,John Huston,Humphrey Bogart,USA,"English, Spanish",NOT RATED,126.0,1948,8.3,73355,"Remade but never duplicated, this darkly humorous morality tale represents John Huston at his finest.",44.0,100.0,9.0,44.0,0.0,93.0,4.2,25103.0,0,3,12,5,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,/wiki/The_Treasure_of_the_Sierra_Madre_(film),http://www.imdb.com/title/tt0040897/,http://www.rottentomatoes.com/m/treasure_of_the_sierra_madre/,29506344.3983,42361275.1079,45.6122375563,71.6666666667,41.4702258727,47.0,8.35,0,2,0,2
879,tt0040962,When My Baby Smiles at Me,1948-11-10 00:00:00,Walter Lang,Dan Dailey,USA,English,,98.0,1948,6.8,93,,,,,,,50.0,3.2,76.0,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,/wiki/When_My_Baby_Smiles_at_Me_(film),http://www.imdb.com/title/tt0040962/,,,61608096.3563,37.4639027411,84.0,52.2491444216,66.0,6.6,2,0,1,0
880,tt0040962,When My Baby Smiles at Me,1948-11-10 00:00:00,Walter Lang,Jack Oakie,USA,English,,98.0,1948,6.8,93,,,,,,,50.0,3.2,76.0,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,/wiki/When_My_Baby_Smiles_at_Me_(film),http://www.imdb.com/title/tt0040962/,,,61608096.3563,37.4639027411,84.0,52.2491444216,66.0,6.6,2,0,1,0
881,tt0040962,When My Baby Smiles at Me,1948-11-10 00:00:00,Walter Lang,Betty Grable,USA,English,,98.0,1948,6.8,93,,,,,,,50.0,3.2,76.0,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,/wiki/When_My_Baby_Smiles_at_Me_(film),http://www.imdb.com/title/tt0040962/,,,61608096.3563,37.4639027411,84.0,52.2491444216,66.0,6.6,2,0,1,0
882,tt0041163,Battleground,1950-01-20 00:00:00,William A. Wellman,John Hodiak,USA,"English, French, German",APPROVED,118.0,1949,7.6,4940,,5.0,100.0,8.4,5.0,0.0,82.0,3.7,2688.0,0,2,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,/wiki/Battleground_(film),http://www.imdb.com/title/tt0041163/,,16243821.1471,102521916.085,31.4718586873,110.666666667,53.8891170431,83.0,7.5,0,0,0,1
883,tt0041163,Battleground,1950-01-20 00:00:00,William A. Wellman,Van Johnson,USA,"English, French, German",APPROVED,118.0,1949,7.6,4940,,5.0,100.0,8.4,5.0,0.0,82.0,3.7,2688.0,0,2,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,/wiki/Battleground_(film),http://www.imdb.com/title/tt0041163/,,16243821.1471,102521916.085,31.4718586873,110.666666667,53.8891170431,83.0,7.5,0,0,0,1
884,tt0041163,Battleground,1950-01-20 00:00:00,William A. Wellman,Ricardo Montalban,USA,"English, French, German",APPROVED,118.0,1949,7.6,4940,,5.0,100.0,8.4,5.0,0.0,82.0,3.7,2688.0,0,2,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,/wiki/Battleground_(film),http://www.imdb.com/title/tt0041163/,,16243821.1471,102521916.085,31.4718586873,110.666666667,53.8891170431,83.0,7.5,0,0,0,1
885,tt0041239,Champion,1949-04-09 00:00:00,Mark Robson,Arthur Kennedy,USA,English,APPROVED,99.0,1949,7.4,2267,,11.0,92.0,8.0,12.0,1.0,73.0,3.7,695.0,0,1,1,9,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,/wiki/Champion_(1949_film),http://www.imdb.com/title/tt0041239/,http://www.rottentomatoes.com/m/1003857-champion/,5676871.89076,24898560.9244,33.8012930316,96.5,35.3456536619,33.0,7.4,8,0,2,0
886,tt0041239,Champion,1949-04-09 00:00:00,Mark Robson,Kirk Douglas,USA,English,APPROVED,99.0,1949,7.4,2267,,11.0,92.0,8.0,12.0,1.0,73.0,3.7,695.0,0,1,1,9,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,/wiki/Champion_(1949_film),http://www.imdb.com/title/tt0041239/,http://www.rottentomatoes.com/m/1003857-champion/,5676871.89076,24898560.9244,33.8012930316,96.5,35.3456536619,33.0,7.4,8,0,2,0
887,tt0041257,Come to the Stable,1949-09-01 00:00:00,Henry Koster,Hugh Marlowe,USA,"English, French",PASSED,94.0,1949,7.3,717,,,,,,,79.0,3.8,168.0,7,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Come_to_the_Stable,http://www.imdb.com/title/tt0041257/,,,82454243.6674,35.5250949357,93.6666666667,44.3367556468,49.0,7.45,0,2,1,0
888,tt0041257,Come to the Stable,1949-09-01 00:00:00,Henry Koster,Loretta Young,USA,"English, French",PASSED,94.0,1949,7.3,717,,,,,,,79.0,3.8,168.0,7,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Come_to_the_Stable,http://www.imdb.com/title/tt0041257/,,,82454243.6674,35.5250949357,93.6666666667,44.3367556468,49.0,7.45,0,2,1,0
889,tt0041257,Come to the Stable,1949-09-01 00:00:00,Henry Koster,Celeste Holm,USA,"English, French",PASSED,94.0,1949,7.3,717,,,,,,,79.0,3.8,168.0,7,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Come_to_the_Stable,http://www.imdb.com/title/tt0041257/,,,82454243.6674,35.5250949357,93.6666666667,44.3367556468,49.0,7.45,0,2,1,0
890,tt0041329,"Edward, My Son",1949-06-01 00:00:00,George Cukor,Deborah Kerr,"UK, USA",English,,112.0,1949,6.6,807,,,,,,,47.0,3.3,162.0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Edward,_My_Son",http://www.imdb.com/title/tt0041329/,,24111766.3992,73633470.3264,41.8223078389,72.75,49.9000684463,67.0,6.6,6,2,0,1
891,tt0041329,"Edward, My Son",1949-06-01 00:00:00,George Cukor,James Donald,"UK, USA",English,,112.0,1949,6.6,807,,,,,,,47.0,3.3,162.0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Edward,_My_Son",http://www.imdb.com/title/tt0041329/,,24111766.3992,73633470.3264,41.8223078389,72.75,49.9000684463,67.0,6.6,6,2,0,1
892,tt0041329,"Edward, My Son",1949-06-01 00:00:00,George Cukor,Spencer Tracy,"UK, USA",English,,112.0,1949,6.6,807,,,,,,,47.0,3.3,162.0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Edward,_My_Son",http://www.imdb.com/title/tt0041329/,,24111766.3992,73633470.3264,41.8223078389,72.75,49.9000684463,67.0,6.6,6,2,0,1
893,tt0041329,"Edward, My Son",1949-06-01 00:00:00,George Cukor,Ian Hunter,"UK, USA",English,,112.0,1949,6.6,807,,,,,,,47.0,3.3,162.0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"/wiki/Edward,_My_Son",http://www.imdb.com/title/tt0041329/,,24111766.3992,73633470.3264,41.8223078389,72.75,49.9000684463,67.0,6.6,6,2,0,1
894,tt0041445,The Hasty Heart,1949-12-02 00:00:00,Vincent Sherman,Richard Todd,USA,English,APPROVED,102.0,1949,7.4,843,,,,,,,71.0,3.8,166.0,1,0,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,/wiki/The_Hasty_Heart,http://www.imdb.com/title/tt0041445/,,,91296678.7563,31.3207738912,76.3333333333,43.3812457221,56.0,7.5,1,1,0,0
895,tt0041445,The Hasty Heart,1949-12-02 00:00:00,Vincent Sherman,Patricia Neal,USA,English,APPROVED,102.0,1949,7.4,843,,,,,,,71.0,3.8,166.0,1,0,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,/wiki/The_Hasty_Heart,http://www.imdb.com/title/tt0041445/,,,91296678.7563,31.3207738912,76.3333333333,43.3812457221,56.0,7.5,1,1,0,0
896,tt0041445,The Hasty Heart,1949-12-02 00:00:00,Vincent Sherman,Ronald Reagan,USA,English,APPROVED,102.0,1949,7.4,843,,,,,,,71.0,3.8,166.0,1,0,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,/wiki/The_Hasty_Heart,http://www.imdb.com/title/tt0041445/,,,91296678.7563,31.3207738912,76.3333333333,43.3812457221,56.0,7.5,1,1,0,0
897,tt0041452,The Heiress,1950-02-10 00:00:00,William Wyler,Montgomery Clift,USA,"English, French",PASSED,115.0,1949,8.3,9035,,9.0,100.0,8.5,9.0,0.0,93.0,4.2,2899.0,0,4,5,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,41.9174888178,53.75,47.613963039,72.0,8.35,7,2,0,3
898,tt0041452,The Heiress,1950-02-10 00:00:00,William Wyler,Miriam Hopkins,USA,"English, French",PASSED,115.0,1949,8.3,9035,,9.0,100.0,8.5,9.0,0.0,93.0,4.2,2899.0,0,4,5,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,41.9174888178,53.75,47.613963039,72.0,8.35,7,2,0,3
899,tt0041452,The Heiress,1950-02-10 00:00:00,William Wyler,Ralph Richardson,USA,"English, French",PASSED,115.0,1949,8.3,9035,,9.0,100.0,8.5,9.0,0.0,93.0,4.2,2899.0,0,4,5,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,41.9174888178,53.75,47.613963039,72.0,8.35,7,2,0,3
900,tt0041452,The Heiress,1950-02-10 00:00:00,William Wyler,Olivia de Havilland,USA,"English, French",PASSED,115.0,1949,8.3,9035,,9.0,100.0,8.5,9.0,0.0,93.0,4.2,2899.0,0,4,5,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,41.9174888178,53.75,47.613963039,72.0,8.35,7,2,0,3
901,tt0041587,A Letter to Three Wives,1949-01-20 00:00:00,Joseph L. Mankiewicz,Kirk Douglas,USA,English,UNRATED,103.0,1949,7.9,5868,,16.0,94.0,8.2,17.0,1.0,86.0,3.8,3711.0,0,2,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,/wiki/A_Letter_to_Three_Wives,http://www.imdb.com/title/tt0041587/,,,131137732.561,32.0492724824,77.5,39.9397672827,22.0,7.75,5,0,0,4
902,tt0041587,A Letter to Three Wives,1949-01-20 00:00:00,Joseph L. Mankiewicz,Jeanne Crain,USA,English,UNRATED,103.0,1949,7.9,5868,,16.0,94.0,8.2,17.0,1.0,86.0,3.8,3711.0,0,2,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,/wiki/A_Letter_to_Three_Wives,http://www.imdb.com/title/tt0041587/,,,131137732.561,32.0492724824,77.5,39.9397672827,22.0,7.75,5,0,0,4
903,tt0041587,A Letter to Three Wives,1949-01-20 00:00:00,Joseph L. Mankiewicz,Linda Darnell,USA,English,UNRATED,103.0,1949,7.9,5868,,16.0,94.0,8.2,17.0,1.0,86.0,3.8,3711.0,0,2,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,/wiki/A_Letter_to_Three_Wives,http://www.imdb.com/title/tt0041587/,,,131137732.561,32.0492724824,77.5,39.9397672827,22.0,7.75,5,0,0,4
904,tt0041587,A Letter to Three Wives,1949-01-20 00:00:00,Joseph L. Mankiewicz,Ann Sothern,USA,English,UNRATED,103.0,1949,7.9,5868,,16.0,94.0,8.2,17.0,1.0,86.0,3.8,3711.0,0,2,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,/wiki/A_Letter_to_Three_Wives,http://www.imdb.com/title/tt0041587/,,,131137732.561,32.0492724824,77.5,39.9397672827,22.0,7.75,5,0,0,4
905,tt0041672,My Foolish Heart,1950-01-21 00:00:00,Mark Robson,Susan Hayward,USA,English,,98.0,1949,7.1,524,,,,,,,48.0,3.7,238.0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,/wiki/My_Foolish_Heart_(film),http://www.imdb.com/title/tt0041672/,,,319391947.21,37.8187151657,84.0,36.1314168378,33.0,7.25,0,1,2,0
906,tt0041672,My Foolish Heart,1950-01-21 00:00:00,Mark Robson,Dana Andrews,USA,English,,98.0,1949,7.1,524,,,,,,,48.0,3.7,238.0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,/wiki/My_Foolish_Heart_(film),http://www.imdb.com/title/tt0041672/,,,319391947.21,37.8187151657,84.0,36.1314168378,33.0,7.25,0,1,2,0
907,tt0041746,Pinky,1949-11-01 00:00:00,John Ford,Jeanne Crain,USA,English,APPROVED,102.0,1949,7.2,1814,,6.0,67.0,5.9,9.0,3.0,70.0,3.6,1026.0,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Pinky_(film),http://www.imdb.com/title/tt0041746/,,,41829582.3529,46.4063318232,42.0,46.3885010267,17.5,7.2,2,1,0,6
908,tt0041746,Pinky,1949-11-01 00:00:00,Elia Kazan,Ethel Barrymore,USA,English,APPROVED,102.0,1949,7.2,1814,,6.0,67.0,5.9,9.0,3.0,70.0,3.6,1026.0,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Pinky_(film),http://www.imdb.com/title/tt0041746/,,,41829582.3529,46.4063318232,42.0,46.3885010267,17.5,7.2,2,1,0,6
909,tt0041746,Pinky,1949-11-01 00:00:00,John Ford,Ethel Barrymore,USA,English,APPROVED,102.0,1949,7.2,1814,,6.0,67.0,5.9,9.0,3.0,70.0,3.6,1026.0,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Pinky_(film),http://www.imdb.com/title/tt0041746/,,,41829582.3529,46.4063318232,42.0,46.3885010267,17.5,7.2,2,1,0,6
910,tt0041746,Pinky,1949-11-01 00:00:00,Elia Kazan,Jeanne Crain,USA,English,APPROVED,102.0,1949,7.2,1814,,6.0,67.0,5.9,9.0,3.0,70.0,3.6,1026.0,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Pinky_(film),http://www.imdb.com/title/tt0041746/,,,41829582.3529,46.4063318232,42.0,46.3885010267,17.5,7.2,2,1,0,6
911,tt0041746,Pinky,1949-11-01 00:00:00,Elia Kazan,Ethel Waters,USA,English,APPROVED,102.0,1949,7.2,1814,,6.0,67.0,5.9,9.0,3.0,70.0,3.6,1026.0,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,/wiki/Pinky_(film),http://www.imdb.com/title/tt0041746/,,,41829582.3529,46.4063318232,42.0,46.3885010267,17.5,7.2,2,1,0,6
